message_id,vader_cont,vader_label,lm_n_tokens,lm_n_neg,lm_n_pos,lm_cont,lm_label,finbert_label,finbert_cont,roberta_label,roberta_cont
1679794406118023169,-0.2263,negative,24,1,0,-0.041666666666666664,negative,neutral,-0.0662519671022892,neutral,-0.0900494996458292
1678166569887621121,0.0258,neutral,24,0,0,0.0,neutral,neutral,0.04318739101290703,positive,0.5047876983880997
1678009408171700224,0.5574,positive,9,0,0,0.0,neutral,neutral,0.02269553951919079,positive,0.8406240846961737
1669828532036403202,0.7269,positive,39,3,0,-0.07692307692307693,negative,neutral,-0.3443436920642853,neutral,-0.13052615337073803
1668939228074463237,-0.4767,negative,33,1,0,-0.030303030303030304,negative,negative,-0.7240593135356903,neutral,-0.17683336324989796
1668757720592269314,0.5106,positive,42,1,1,0.0,neutral,negative,-0.6581931635737419,neutral,-0.2432880774140358
1667262954469838860,0.4215,positive,30,0,0,0.0,neutral,neutral,0.02563336491584778,neutral,0.047143105417490005
1666569960619909120,0.0,neutral,22,0,0,0.0,neutral,neutral,0.07231838069856167,positive,0.8639011185150594
1666420178454827009,0.6958,positive,39,0,0,0.0,neutral,neutral,0.18504399433732033,neutral,0.3355349563062191
1666408346352513024,0.4215,positive,31,0,0,0.0,neutral,neutral,0.03995794057846069,positive,0.7740897843614221
1666397407116967937,0.0,neutral,19,0,0,0.0,neutral,negative,-0.24606606364250183,neutral,0.290113918017596
1665869340896382978,0.4019,positive,38,1,1,0.0,neutral,positive,0.7836576905101538,neutral,0.005180612206459045
1665559848757653504,0.0,neutral,50,0,0,0.0,neutral,negative,-0.4775163382291794,negative,-0.5845513343811035
1664777134160719873,0.8658,positive,44,0,2,0.045454545454545456,positive,positive,0.8597489260137081,positive,0.9766457583755255
1664777126464110592,0.4019,positive,39,0,0,0.0,neutral,positive,0.9225826067849994,positive,0.6839010934345424
1663641606195486724,0.0,neutral,30,0,0,0.0,neutral,neutral,0.028410188853740692,neutral,0.052176423370838165
1661763650636455937,-0.2263,negative,15,1,0,-0.06666666666666667,negative,neutral,-0.02180929109454155,neutral,-0.1390085257589817
1661750332030844928,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.02289501205086708,neutral,-0.1152290441095829
1661750025813147648,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.025596048682928085,neutral,-0.09024940989911556
1661558613478105090,0.0,neutral,31,0,0,0.0,neutral,neutral,-0.011573398485779762,neutral,-0.44585518538951874
1661556919696498689,0.4215,positive,35,0,0,0.0,neutral,neutral,0.008996853604912758,neutral,-0.013213060796260834
1659539397484707840,0.7964,positive,39,0,0,0.0,neutral,neutral,0.1427958318963647,neutral,0.41084747901186347
1659196775339798528,-0.5659,negative,47,4,0,-0.0851063829787234,negative,negative,-0.7017983980476856,negative,-0.915675513446331
1656595362579116032,-0.4207,negative,56,4,0,-0.07142857142857142,negative,neutral,-0.09960124641656876,negative,-0.7349642943590879
1654579381250019330,0.296,positive,34,1,0,-0.029411764705882353,negative,neutral,0.07836171984672546,neutral,0.027185263112187386
1654579103067176960,-0.2263,negative,18,1,0,-0.05555555555555555,negative,neutral,-0.07676852867007256,neutral,-0.18408953584730625
1654579011245289475,-0.2263,negative,14,1,0,-0.07142857142857142,negative,neutral,-0.022429868578910828,neutral,-0.14169792085886002
1654578979448258563,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.01772625930607319,neutral,-0.002455715090036392
1654219236766801920,-0.0258,neutral,53,1,0,-0.018867924528301886,negative,neutral,-0.2740799095481634,neutral,-0.2891545072197914
1653853650387628035,-0.2263,negative,12,1,0,-0.08333333333333333,negative,neutral,-0.022202391177415848,neutral,-0.17198645509779453
1653777675964538880,-0.2263,negative,14,1,0,-0.07142857142857142,negative,neutral,-0.04407913610339165,neutral,-0.11023067682981491
1653139875263029279,0.765,positive,26,0,0,0.0,neutral,neutral,-0.01156620867550373,neutral,0.1040245033800602
1652062804067733514,0.0,neutral,32,1,0,-0.03125,negative,neutral,-0.05597059428691864,neutral,-0.0264030359685421
1652061449047666689,0.5719,positive,32,1,0,-0.03125,negative,neutral,-0.008473537862300873,neutral,-0.06660527363419533
1652061304675344384,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.026228979229927063,neutral,0.0021482370793819427
1651663087613648901,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.02203720435500145,neutral,-0.1066973228007555
1650998671302078465,-0.2263,negative,14,1,0,-0.07142857142857142,negative,neutral,-0.1816441249102354,neutral,-0.1897095013409853
1650871472762544132,-0.2263,negative,12,1,0,-0.08333333333333333,negative,neutral,-0.027827776968479156,neutral,-0.11704543232917786
1650674600987209729,-0.3818,negative,40,3,0,-0.075,negative,negative,-0.7850198559463024,neutral,-0.36747472546994686
1650605701624897571,0.5106,positive,35,0,0,0.0,neutral,neutral,-0.20749782398343086,neutral,0.0038774237036705017
1650521547269079040,0.5667,positive,38,0,0,0.0,neutral,neutral,-0.0075713470578193665,neutral,0.04252167418599129
1649529066876461059,-0.2263,negative,15,1,0,-0.06666666666666667,negative,neutral,-0.12669195234775543,neutral,-0.19938526675105095
1649389391024992256,-0.1531,negative,37,1,0,-0.02702702702702703,negative,neutral,0.029496073722839355,neutral,-0.10069410502910614
1648151232697999360,-0.0516,negative,19,1,0,-0.05263157894736842,negative,neutral,-0.2831195630133152,neutral,-0.26322148740291595
1647398910963625986,0.3182,positive,45,0,0,0.0,neutral,neutral,-0.1561790220439434,neutral,-0.4219797644764185
1647394788843585536,0.5667,positive,39,0,0,0.0,neutral,neutral,-0.009844446554780006,neutral,0.05014373641461134
1646959768626515980,0.0,neutral,39,0,0,0.0,neutral,neutral,0.05281378701329231,neutral,0.20082023553550243
1646845913304903681,0.7506,positive,29,0,0,0.0,neutral,positive,0.810403548181057,neutral,0.11216971278190613
1646817763594498048,-0.2263,negative,25,1,0,-0.04,negative,neutral,-0.07255013287067413,neutral,-0.08530217967927456
1646817691703934976,-0.2263,negative,15,1,0,-0.06666666666666667,negative,neutral,-0.02408047951757908,neutral,-0.13794437795877457
1646817626356695041,0.0,neutral,14,0,0,0.0,neutral,neutral,-0.021680818870663643,neutral,0.019674096256494522
1643706914310856708,-0.2263,negative,15,1,0,-0.06666666666666667,negative,neutral,-0.1654103733599186,neutral,-0.19974581897258759
1639206490425937921,-0.2263,negative,17,1,0,-0.058823529411764705,negative,neutral,-0.3003212809562683,neutral,-0.29582009091973305
1638881551110012930,0.0,neutral,25,0,0,0.0,neutral,neutral,-0.1780562587082386,neutral,0.03173658438026905
1638881479613890563,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.030292507261037827,neutral,-0.14595193415880203
1631920489676390400,0.6369,positive,23,0,1,0.043478260869565216,positive,neutral,-0.07007921859622002,neutral,0.008658915758132935
1631916712630034433,0.296,positive,24,0,0,0.0,neutral,neutral,0.006787801161408424,neutral,0.02239755168557167
1631800180872708096,-0.2263,negative,15,1,0,-0.06666666666666667,negative,neutral,-0.02338498644530773,neutral,-0.15940866991877556
1631774970253590528,0.296,positive,7,0,0,0.0,neutral,neutral,-0.017745953053236008,neutral,0.03348178789019585
1631774778494165000,0.296,positive,24,0,0,0.0,neutral,neutral,0.0028218738734722137,neutral,0.021850669756531715
1630980906939711515,0.7845,positive,31,0,1,0.03225806451612903,positive,neutral,0.11161549855023623,positive,0.9577821330167353
1630482232686116864,0.3612,positive,27,1,0,-0.037037037037037035,negative,negative,-0.8261200990527868,neutral,-0.1303759552538395
1630362805000982528,0.5574,positive,40,0,0,0.0,neutral,positive,0.6544049680233002,neutral,0.29865537490695715
1629249411778859008,0.0,neutral,21,0,0,0.0,neutral,neutral,-0.07193794660270214,neutral,-0.028169073164463043
1629249009050353669,-0.2263,negative,15,1,0,-0.06666666666666667,negative,neutral,-0.1883141677826643,neutral,-0.2744024880230427
1628709515724980225,0.6369,positive,21,0,1,0.047619047619047616,positive,neutral,-0.07312299683690071,neutral,0.01603884994983673
1625995176807366656,0.4019,positive,28,1,0,-0.03571428571428571,negative,positive,0.9099367493763566,neutral,-0.0047719962894916534
1621744853573931009,0.4404,positive,21,0,1,0.047619047619047616,positive,neutral,-0.010825324803590775,neutral,-0.0034465305507183075
1619453641475371008,-0.8513,negative,38,4,0,-0.10526315789473684,negative,neutral,-0.39435482770204544,negative,-0.9298107544891536
1614340839756423170,0.6249,positive,42,1,0,-0.023809523809523808,negative,neutral,0.05706160515546799,negative,-0.8236731477081776
1613855541444444165,-0.2263,negative,14,1,0,-0.07142857142857142,negative,neutral,-0.027600504457950592,neutral,-0.1528463326394558
1613854719604305921,-0.2263,negative,25,1,0,-0.04,negative,neutral,-0.0627625435590744,neutral,-0.08573402836918831
1613854575080898562,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.02866196259856224,neutral,0.01884939894080162
1613675363174957060,-0.5106,negative,15,2,0,-0.13333333333333333,negative,negative,-0.8995186183601618,negative,-0.5156166162341833
1613642762418520066,0.296,positive,35,1,0,-0.02857142857142857,negative,neutral,0.014652550220489502,neutral,-0.0024548880755901337
1613625508415082504,-0.0772,negative,19,2,1,-0.05263157894736842,negative,negative,-0.8936660829931498,negative,-0.5487006716430187
1613617442244202496,-0.0772,negative,18,2,1,-0.05555555555555555,negative,negative,-0.7133408337831497,neutral,-0.4440327621996403
1613579898261573634,-0.4098,negative,34,2,0,-0.058823529411764705,negative,negative,-0.5296576209366322,negative,-0.6411763690412045
1612563715932696577,0.8126,positive,51,0,1,0.0196078431372549,positive,neutral,0.39768286142498255,positive,0.47324265353381634
1611134335876317184,0.5267,positive,26,1,0,-0.038461538461538464,negative,positive,0.7375690173357725,neutral,-0.02097325399518013
1611131445744910339,0.5267,positive,26,1,0,-0.038461538461538464,negative,positive,0.7236674046143889,neutral,-0.011624127626419067
1611130903090155520,0.5267,positive,28,1,0,-0.03571428571428571,negative,positive,0.8039142554625869,neutral,-0.01801368221640587
1611126842060148738,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.7298400606960058,neutral,-0.007765505462884903
1611124295756808193,0.3182,positive,35,1,0,-0.02857142857142857,negative,negative,-0.7207372281700373,neutral,-0.13078848831355572
1611122851548987393,0.5267,positive,29,1,0,-0.034482758620689655,negative,positive,0.8030199762433767,neutral,-0.01575179398059845
1611117304216961031,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.8181031439453363,neutral,-0.023408852517604828
1611108650080423937,0.3182,positive,22,1,0,-0.045454545454545456,negative,positive,0.9167325319722295,neutral,-0.025269173085689545
1608898943425085440,0.5267,positive,38,0,0,0.0,neutral,neutral,-0.004247745499014854,neutral,0.05722070299088955
1608469579575230467,0.5267,positive,37,0,0,0.0,neutral,neutral,-0.0071226246654987335,neutral,0.052510155364871025
1603531867566784512,0.5267,positive,28,1,0,-0.03571428571428571,negative,positive,0.7022219691425562,neutral,-0.028207801282405853
1603531282146889728,0.5267,positive,28,1,0,-0.03571428571428571,negative,positive,0.757769076153636,neutral,-0.04696488752961159
1603529692744749057,0.5267,positive,29,1,0,-0.034482758620689655,negative,positive,0.7751394994556904,neutral,-0.05436842143535614
1603529030304763904,0.5267,positive,30,1,0,-0.03333333333333333,negative,positive,0.8059776779264212,neutral,-0.05477043241262436
1603528682391441408,0.5267,positive,26,1,0,-0.038461538461538464,negative,positive,0.8215489247813821,neutral,-0.034932173788547516
1603528615659978752,0.5267,positive,28,1,0,-0.03571428571428571,negative,positive,0.782332425005734,neutral,-0.05699097365140915
1603528307429056515,0.5267,positive,26,1,0,-0.038461538461538464,negative,positive,0.6781894704326987,neutral,-0.04421141371130943
1603527827923550221,0.5267,positive,30,1,0,-0.03333333333333333,negative,positive,0.8369824653491378,neutral,-0.07011463306844234
1603526328472436741,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.7883731555193663,neutral,-0.053456682711839676
1603525726396989444,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.7947167279198766,neutral,-0.04327959194779396
1603524230821314561,0.5994,positive,30,1,0,-0.03333333333333333,negative,positive,0.8466243362054229,neutral,-0.04627220518887043
1603515338120888320,0.3182,positive,35,1,0,-0.02857142857142857,negative,negative,-0.912935015745461,neutral,-0.12062325514853
1603227653443670016,0.6249,positive,18,0,1,0.05555555555555555,positive,neutral,0.01209256798028946,neutral,0.0034465566277503967
1603189614688223234,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.012337403371930122,neutral,-0.10031872615218163
1603137584812920832,0.0772,positive,17,1,0,-0.058823529411764705,negative,neutral,0.0033516809344291687,neutral,-0.15915521886199713
1602284246923882497,0.0,neutral,10,0,0,0.0,neutral,neutral,0.004991207271814346,neutral,0.10884437896311283
1602272426829942790,-0.2263,negative,20,1,1,0.0,neutral,neutral,-0.025198906660079956,neutral,-0.10931242071092129
1602272393484967936,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.02163802832365036,neutral,-0.17244946397840977
1602272348412993537,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.022348573431372643,neutral,-0.01809537410736084
1602265260345409537,-0.5106,negative,43,2,0,-0.046511627906976744,negative,neutral,0.14464912191033363,neutral,0.062065668404102325
1601001029398454272,0.8143,positive,31,0,0,0.0,neutral,positive,0.44171612709760666,neutral,-0.11195873469114304
1600448017630306304,0.0,neutral,22,0,0,0.0,neutral,neutral,0.005479680374264717,neutral,0.06150052882730961
1600234877219049472,-0.2023,negative,47,4,0,-0.0851063829787234,negative,negative,-0.8432682678103447,neutral,-0.2330073770135641
1598872890341961733,-0.5267,negative,37,2,0,-0.05405405405405406,negative,neutral,0.024148790165781975,neutral,-0.06464928388595581
1597554195204562944,-0.296,negative,25,0,0,0.0,neutral,negative,-0.9504002565518022,neutral,0.12440776266157627
1597367371110354944,0.7783,positive,42,0,0,0.0,neutral,positive,0.8929275190457702,positive,0.9012273866683245
1597344383149707265,-0.2263,negative,21,1,0,-0.047619047619047616,negative,neutral,-0.05257490463554859,neutral,-0.12214136309921741
1597344301658275840,-0.2263,negative,12,1,0,-0.08333333333333333,negative,neutral,-0.014246219769120216,neutral,-0.11879213340580463
1597344209517813761,0.0,neutral,14,0,0,0.0,neutral,neutral,-0.03115837648510933,neutral,0.001346636563539505
1595165841242611713,-0.2263,negative,22,1,0,-0.045454545454545456,negative,neutral,-0.05136273056268692,neutral,-0.13595577888190746
1595165731267567616,-0.2263,negative,12,1,0,-0.08333333333333333,negative,neutral,-0.015019148588180542,neutral,-0.14653105475008488
1595165687609282567,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.02614356391131878,neutral,0.005561415106058121
1592489921130168321,0.1027,positive,37,3,0,-0.08108108108108109,negative,neutral,-0.41577545180916786,negative,-0.7127025043591857
1589746295635210240,0.3612,positive,27,1,0,-0.037037037037037035,negative,negative,-0.9230546839535236,neutral,-0.13608503714203835
1588083203566362627,0.0,neutral,17,0,0,0.0,neutral,neutral,-0.10175664909183979,neutral,0.012747257947921753
1587900023832195072,-0.2263,negative,16,1,0,-0.0625,negative,neutral,-0.18817611038684845,neutral,-0.2916052397340536
1587899983990296576,-0.2263,negative,12,1,0,-0.08333333333333333,negative,neutral,-0.03132113441824913,neutral,-0.19559461437165737
1585490886238019584,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.05781392566859722,neutral,0.010057587176561356
1585210706575622144,-0.2263,negative,14,1,0,-0.07142857142857142,negative,neutral,-0.022328419610857964,neutral,-0.10928908176720142
1585210703455342593,-0.2263,negative,18,1,0,-0.05555555555555555,negative,neutral,-0.32746102660894394,neutral,-0.2695068474858999
1585136536911241217,0.0,neutral,15,0,0,0.0,neutral,neutral,-0.06418813951313496,neutral,0.009294021874666214
1584890350547730432,-0.2263,negative,13,1,0,-0.07692307692307693,negative,neutral,-0.027283549308776855,neutral,-0.15321853384375572
1582479044138119168,-0.3818,negative,46,1,0,-0.021739130434782608,negative,neutral,-0.043851979076862335,neutral,0.2522769942879677
1580864334166515713,0.296,positive,22,0,0,0.0,neutral,neutral,-0.007546043023467064,neutral,0.05102677084505558
1580864031149027328,0.296,positive,18,0,0,0.0,neutral,neutral,-0.006901659071445465,neutral,0.050200377590954304
1580863757827608576,-0.2263,negative,14,1,0,-0.07142857142857142,negative,neutral,-0.02789120003581047,neutral,-0.15808644890785217
1580863331271049217,-0.2263,negative,25,1,0,-0.04,negative,neutral,-0.08384876511991024,neutral,-0.08225161395967007
1580863172189114368,0.0,neutral,14,0,0,0.0,neutral,neutral,-0.023272933438420296,neutral,0.022603660821914673
1578878344057081857,-0.0258,neutral,17,1,0,-0.058823529411764705,negative,neutral,0.38717763498425484,positive,0.7668389519676566
1578756670812876800,0.2023,positive,34,0,1,0.029411764705882353,positive,negative,-0.781334581784904,negative,-0.6162414569407701
1577486397958754309,0.5267,positive,28,1,0,-0.03571428571428571,negative,positive,0.7061626520007849,neutral,-0.01192854717373848
1577484531581452289,0.5267,positive,26,1,0,-0.038461538461538464,negative,positive,0.7821932910010219,neutral,-0.0401141494512558
1577482828585082881,0.5267,positive,30,1,0,-0.03333333333333333,negative,positive,0.7834415202960372,neutral,-0.026298027485609055
1577482650738106374,0.5267,positive,28,1,0,-0.03571428571428571,negative,positive,0.758646322414279,neutral,-0.023001715540885925
1577480935431458818,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.7986113699153066,neutral,-0.04519045725464821
1577480625153605633,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.8637436348944902,neutral,-0.009594175964593887
1577480445788409856,0.5267,positive,27,1,0,-0.037037037037037035,negative,positive,0.7933031069114804,neutral,-0.01865961402654648
1577159196411396099,0.6369,positive,22,0,1,0.045454545454545456,positive,neutral,-0.08305734023451805,neutral,0.017822567373514175
1577030938214662162,0.296,positive,18,0,0,0.0,neutral,neutral,-0.005022475495934486,neutral,0.010641731321811676
